"address","commune","country","latitude","longitude","name","phone","region"
"Irarrázabal 74","Santa Juana","Chile","-37.174541","-72.936299","Cuerpo de Bomberos de Santa Juana","+56412779132","Región del Bío Bío"
"Gabriel Toro 175","Talcahuano","Chile","-36.716748","-73.109394","Cuerpo de Bomberos de Talcahuano","+56412547378","Región del Bío Bío"
"Guerrero S/N","Tirúa","Chile","-38.34261","-73.493966","Cuerpo de Bomberos de Tirua","+56412614088","Región del Bío Bío"
"Ignacio Serrano 1095","Tome","Chile","-36.619324","-72.957945","Cuerpo de Bomberos de Tome","+56412654671","Región del Bío Bío"
"Juan Mackenna S/N","Treguaco","Chile","-36.430084","-72.671038","Cuerpo de Bomberos de Trehuaco","+5697464827","Región del Bío Bío"
"Independencia 568","Tucapel","Chile","-37.239396","-71.942906","Cuerpo de Bomberos de Huepil","+56432591300","Región del Bío Bío"
"Bernardo O'Higgins 875","Yumbel","Chile","-37.09773","-72.561407","Cuerpo de Bomberos de Yumbel","+56432431080","Región del Bío Bío"
"Esmeralda 318","Yungay","Chile","-37.120255","-72.018413","Cuerpo de Bomberos de Yungay","+56422680038","Región del Bío Bío"
"Pedro Aguirre Cerda 451","Angol","Chile","-37.800558","-72.710778","Cuerpo de Bomberos de Angol","+56452711619","IX Región"
"Avenida Ercilla 300","Carahue","Chile","-38.711822","-73.168057","Cuerpo de Bomberos de Carahue","+56452651756","IX Región"
"Alcazar 1261","Collipulli","Chile","-37.957656","-72.43744","Cuerpo de Bomberos de Collipulli","+56442884057","IX Región"
"Balmaceda 386","Cunco","Chile","-38.9331205","-72.0315849","Cuerpo de Bomberos de Cunco","+56452573003","IX Región"
"Arturo Prat 555","Curacautin","Chile","-38.438496","-71.890899","Cuerpo de Bomberos de Curacautin","+56452882846","IX Región"
"Bdo. O'Higgins 487","Curarrehue","Chile","-39.358961","-71.588038","Cuerpo de Bomberos de Curarrehue","+56451971558","IX Región"
"Rengo 400","Ercilla","Chile","-38.063573","-72.377536","Cuerpo de Bomberos de Ercilla","+56452817011","IX Región"
"Avenida Schleyer 172","Freire","Chile","-38.951177","-72.624757","Cuerpo de Bomberos de Freire","+56452391073","IX Región"
"Independencia S/N","Galvarino","Chile","-38.412322","-72.780616","Cuerpo de Bomberos de Galvarino","+56452513035","IX Región"
"Jose Miguel Carrera 600","Gorbea","Chile","-39.155539","-72.661032","Cuerpo de Bomberos de Quitratue","+56451971862","IX Región"
"18 De Septiembre 351","Lastarria","Chile","-39.2362","-72.675291","Cuerpo de Bomberos de Lastarria","+56451971674","IX Región"
"Ramón Freire 699","Gorbea","Chile","-39.103253","-72.674993","Cuerpo de Bomberos de Gorbea","+56452491021","IX Región"
"Bilbao 245","Lautaro","Chile","-38.53365","-72.435998","Cuerpo de Bomberos de Lautaro","+56452531905","IX Región"
"Arturo Pratt 508","Loncoche","Chile","-39.371147","-72.62939","Cuerpo de Bomberos de Loncoche","+56452471085","IX Región"
"O'Higgins 1195","Lonquimay","Chile","-38.454532","-71.37089","Cuerpo de Bomberos de Lonquimay","+56452891063","IX Región"
"Independencia S/N","Los Sauces","Chile","-37.982491","-72.829807","Cuerpo de Bomberos de Los Sauces","+56452783030","IX Región"
"Balmaceda 453","Lumaco","Chile","-38.166589","-72.904559","Cuerpo de Bomberos de Lumaco","+56452815093","IX Región"
"Cucchi Boasso 364","Capitan Pastene","Chile","-38.195068","-72.991285","Cuerpo de Bomberos de Capitan Pastene","+56452753081","IX Región"
"Aurelio Letelier 400","Melipeuco","Chile","-38.85483","-71.693463","Cuerpo de Bomberos de Melipeuco","+56452581013","IX Región"
"Vicuña Mackenna 430","Nueva Imperial","Chile","-38.744605","-72.952162","Cuerpo de Bomberos de Nueva Imperial","+56452612659","IX Región"
"Balmaceda 510","Cholchol","Chile","-38.603011","-72.845311","Cuerpo de Bomberos de Chol-Chol","+56452528764","IX Región"
"Orella 541","Perquenco","Chile","-38.422125","-72.379723","Cuerpo de Bomberos de Perquenco","+56452537026","IX Región"
"Andrés Bello 841","Pitrufquén","Chile","-38.987308","-72.63887","Cuerpo de Bomberos de Pitrufquen","+56452391040","IX Región"
"Bernardo Ohiggins  461","Pucon","Chile","-39.276204","-71.973667","Cuerpo de Bomberos de Pucon","+56452441969","IX Región"
"Patricio Lynch 252","Saavedra","Chile","-38.791184","-73.397025","Cuerpo de Bomberos de Puerto Saavedra","+56452634061","IX Región"
"Tromen 1099","Purén","Chile","-38.032763","-73.074111","Cuerpo de Bomberos de Puren","+56452793012","IX Región"
"Caupolicán 100","Renaico","Chile","-37.670464","-72.583716","Cuerpo de Bomberos de Renaico","+56452774007","IX Región"
"Prieto Norte 430","Temuco","Chile","-38.736328","-72.601356","Cuerpo de Bomberos de Temuco","+56452210116","IX Región"
"Balmaceda 300","Teodoro Schmidt","Chile","-38.997847","-73.090899","Cuerpo de Bomberos de Teodoro Schmidt","+56452664016","IX Región"
"Bernardo O´Higgins 502","Nueva Toltén","Chile","-39.179811","-73.164346","Cuerpo de Bomberos de Tolten","+56452671062","IX Región"
"Coronel Urrutia 330","Traiguén","Chile","-38.25155","-72.666366","Cuerpo de Bomberos de Traiguen","+56452861127","IX Región"
"Ramírez 475","Victoria","Chile","-38.234464","-72.331581","Cuerpo de Bomberos de Victoria","+56452843966","IX Región"
"A. Pratt 295","Vilcún","Chile","-38.670425","-72.222609","Cuerpo de Bomberos de Vilcun","+56452562103","IX Región"
"Constitución 026","Vilcún","Chile","-38.685699","-72.003012","Cuerpo de Bomberos de Cherquenco","+56452566017","IX Región"
"Valentín Letelier 630","Villarrica","Chile","-39.280857","-72.226664","Cuerpo de Bomberos de Villarrica","045411104","IX Región"
"Gabriela Mistral 376","Licanray","Chile","-39.484907","-72.158418","Cuerpo de Bomberos de Licanray","+56452431274","IX Región"
"Miraflores 95","Corral","Chile","-39.8886495","-73.432519","Cuerpo de Bomberos de Corral","+56632471370","Región de los Ríos"
"Alessandri 05","Futrono","Chile","-40.131345","-72.389859","Cuerpo de Bomberos de Futrono","6322481101","Región de los Ríos"
"Esmeralda 825","La Unión","Chile","-40.294452","-73.080394","Cuerpo de Bomberos de La Union","+56642323097","Región de los Ríos"
"Antofagasta 143","Lago Ranco","Chile","-40.323145","-72.481322","Cuerpo de Bomberos de Lago Ranco","+56632491222","Región de los Ríos"
"Covadonga 37","Lanco","Chile","-39.541207","-72.508544","Cuerpo de Bomberos de Malalhue","063316232","Región de los Ríos"
"Dieciocho 170","Lanco","Chile","-39.451768","-72.775829","Cuerpo de Bomberos de Lanco","+56632442555","Región de los Ríos"
"Quinchilca 17","Los Lagos","Chile","-39.863469","-72.812764","Cuerpo de Bomberos de Los Lagos","+56632461222","Región de los Ríos"
"Bernardo O'Higgins S/N","Los Lagos","Chile","-39.806903","-72.958742","Cuerpo de Bomberos de Antilhue","+5662864824","Región de los Ríos"
"Bernardo O'Higgins 260","Máfil","Chile","-39.666985","-72.952865","Cuerpo de Bomberos de Mafil","+56632411222","Región de los Ríos"
"Carlos Acharan Arce S/N","Mariquina","Chile","-39.540941","-72.963398","Cuerpo de Bomberos de San Jose De La Mariquina","+56632451222","Región de los Ríos"
"Carlos Acharán S/N","Mariquina","Chile","-39.444261","-73.211464","Cuerpo de Bomberos de Mehuin","063456232","Región de los Ríos"
"Arauco 349","Paillaco","Chile","-39.990116","-72.834887","Cuerpo de Bomberos de Reumen","+56632427232","Región de los Ríos"
"Independencia 259","Paillaco","Chile","-40.150223","-72.898594","Cuerpo de Bomberos de Pichirropulli","+56632426232","Región de los Ríos"
"Carlos Acharán Arce 872","Paillaco","Chile","-40.074505","-72.871089","Cuerpo de Bomberos de Paillaco","+56632421798","Región de los Ríos"
"Calle Bernardo O'Higgins 764","Panguipulli","Chile","-39.641572","-72.331391","Cuerpo de Bomberos de Panguipulli","+56632311222","Región de los Ríos"
"Padre Bernabé S/N","Panguipulli","Chile","-39.836261","-72.082912","Cuerpo de Bomberos de Choshuenco","+56632318232","Región de los Ríos"
"Independencia 1145 2 Piso B","Rio Bueno","Chile","-40.334188","-72.955273","Cuerpo de Bomberos de Rio Bueno","+56662341222","Región de los Ríos"
"Teniente Orella S/N","Río Bueno","Chile","-40.420566","-72.78838","Cuerpo de Bomberos de Crucero","+56631975850","Región de los Ríos"
"Camilo Henríquez 307","Valdivia","Chile","-39.812235","-73.245107","Cuerpo de Bomberos de Valdivia","+56632212480","Región de los Ríos"
"Cuartel De Bomberos S/N","Valdivia","Chile","-39.7921","-73.117319","Cuerpo de Bomberos de Huellelhue","0631271022","Región de los Ríos"
"Bellavista 145","Ancud","Chile","-41.82944","-73.52526","Cuerpo de Bomberos de Chacao","+56652696323","X Región"
"Eleuterio Ramírez 210","Ancud","Chile","-41.868581","-73.828333","Cuerpo de Bomberos de Ancud","065622326","X Región"
"Ernesto Riquelme 116","Calbuco","Chile","-41.770772","-73.127625","Cuerpo de Bomberos de Calbuco","+56652461233","X Región"
"O'Higins 308","Castro","Chile","-42.481315","-73.765434","Cuerpo de Bomberos de Castro","+56652633008","X Región"
"Diego Portales 517","Chaiten","Chile","-42.916341","-72.710434","Cuerpo de Bomberos de Chaiten","+56652731266","X Región"
"Lib. Bernardo O'Higgins S/N","Chonchi","Chile","-42.624322","-73.771","Cuerpo de Bomberos de Chonchi","+56652671331","X Región"
"Moises Morales S/N","Cochamo","Chile","-41.492895","-72.307676","Cuerpo de Bomberos de Cochamo","+56652216216","X Región"
"21 De Mayo 06","Curaco de Vélez","Chile","-42.440135","-73.602513","Cuerpo de Bomberos de Curaco De Velez","+56652667383","X Región"
"Mocopulli 25","Dalcahue","Chile","-42.378842","-73.652755","Cuerpo de Bomberos de Dalcahue","+56652383269","X Región"
"San Carlos 402","Fresia","Chile","-41.152638","-73.421053","Cuerpo de Bomberos de Fresia","+56652441222","X Región"
"Philippi 1065","Frutillar","Chile","-41.139692","-73.026278","Cuerpo de Bomberos de Frutillar","+56652421411","X Región"
"Gabriela Mistral 212","Futaleufú","Chile","-43.183232","-71.869988","Cuerpo de Bomberos de Futaleufu","+56652721232","X Región"
"Los Colonos S/N","Hualaihué","Chile","-41.966933","-72.469943","Cuerpo de Bomberos de Hualaihue","+5679898148","X Región"
"Baquedano 1001","Llanquihue","Chile","-41.253148","-73.00739","Cuerpo de Bomberos de Llanquihue","+56652242777","X Región"
"José M. Balmaceda 301","Los Muermos","Chile","-41.394306","-73.461048","Cuerpo de Bomberos de Los Muermos","+56652211600","X Región"
"Almeyda S/N","Maullín","Chile","-41.617493","-73.596028","Cuerpo de Bomberos de Maullin","+56652451299","X Región"
"Manuel Antonio Matta 790","Osorno","Chile","-40.575776","-73.134443","Cuerpo de Bomberos de Osorno","+56642232222","X Región"
"Hurtado De Méndoza S/N","Palena","Chile","-43.61791","-71.804702","Cuerpo de Bomberos de Palena","+56652741299","X Región"
"Antonio Varas Y San Felipe S/N","Puerto Montt","Chile","-41.471557","-72.937218","Cuerpo de Bomberos de Puerto Montt","+56652252818","X Región"
"Población Rio-Mar S/N","Puerto Montt","Chile","-41.471602","-72.841762","Cuerpo de Bomberos de Carretera Austral","+56652524270","X Región"
"Pedro Montt 507","Puerto Octay","Chile","-40.974351","-72.883401","Cuerpo de Bomberos de Puerto Octay","+56642391222","X Región"
"Vicente Perez Rosales 159","Puerto Octay","Chile","-41.081071","-72.638827","Cuerpo de Bomberos de Las Cascadas","+56642396232","X Región"
"San Francisco 601","Puerto Varas","Chile","-41.318488","-72.984868","Cuerpo de Bomberos de Puerto Varas","+56652233522","X Región"
"Manuel Rodríguez S/N","Puqueldón","Chile","-42.599765","-73.677236","Cuerpo de Bomberos de Puqueldon","+56652677231","X Región"
"Las Heras 325","Purranque","Chile","-40.914339","-73.158526","Cuerpo de Bomberos de Purranque","+56642351838","X Región"
"Vicuña Mackenna S/N","Purranque","Chile","-40.952156","-73.161378","Cuerpo de Bomberos de Corte Alto","+56642351243","X Región"
"Lord Cochrane 178","Puyehue","Chile","-40.683633","-72.596132","Cuerpo de Bomberos de Entre Lagos","+56642371222","X Región"
"Pedro Aguirre Cerda 312","Queilén","Chile","-42.890295","-73.472443","Cuerpo de Bomberos de Queilen","+56652611232","X Región"
"Ramón Freire 217","Quellón","Chile","-43.119701","-73.616646","Cuerpo de Bomberos de Quellon","+56652681222","X Región"
"Pedro Montt 240","Quemchi","Chile","-42.144229","-73.474605","Cuerpo de Bomberos de Quemchi","+56652691232","X Región"
"García Sierpes 05","Quinchao","Chile","-42.472428","-73.495501","Cuerpo de Bomberos de Achao","+56652661411","X Región"
"Pedro Aguire Cerda S/N","Río Negro","Chile","-40.793885","-73.218053","Cuerpo de Bomberos de Rio Negro","+56642361222","X Región"
"Pedro De Valdivia 350","Riachuelo","Chile","-40.821784","-73.338466","Cuerpo de Bomberos de Riachuelo","+56641975155","X Región"
"Casilla 306","San Juan de la Costa","Chile","-40.488004","-73.405869","Cuerpo de Bomberos de San Juan De La Costa","+56641975414","X Región"
"Cruz 516","San Pablo","Chile","-40.413425","-73.012275","Cuerpo de Bomberos de San Pablo","+56642381222","X Región"
"Teniente Merino 600","Puerto Aysen","Chile","-45.406774","-72.696254","Cuerpo de Bomberos de Puerto Aysen","+56672573186","XI Región"
"Bernardo O'Higgins 705","Chile Chico","Chile","-46.539658","-71.727345","Cuerpo de Bomberos de Chile Chico","+56672411454","XI Región"
"Gabriela Mistral 507","Puerto Cisnes","Chile","-44.728524","-72.681935","Cuerpo de Bomberos de Puerto Cisnes","+56672346595","XI Región"
"Bernardo O'Higgins 360","Cochrane","Chile","-47.255208","-72.579337","Cuerpo de Bomberos de Cochrane","+56672522111","XI Región"
"General Parra 365","Coyhaique","Chile","-45.569119","-72.070147","Cuerpo de Bomberos de Coyhaique","+56672235413","XI Región"
"Aeropuerto S/N","Guaitecas","Chile","-43.8972786","-73.7462041","Cuerpo de Bomberos de Melinka","","XI Región"
"Bernardo Phillipi 080","Porvenir","Chile","-53.295132","-70.368746","Cuerpo de Bomberos de Porvenir","+56612580059","Región de Magallanes y de la Antártica Chilena"
"Simón Bolivar 1455","Puerto Natales","Chile","-51.730774","-72.483519","Cuerpo de Bomberos de Puerto Natales","+56612410969","Región de Magallanes y de la Antártica Chilena"
"O'Higgins 220","Puerto Williams","Chile","-54.934552","-67.603506","Cuerpo de Bomberos de Puerto Williams","+56612621172","Región de Magallanes y de la Antártica Chilena"
"Chiloé 824","Punta Arenas","Chile","-53.162513","-70.910189","Cuerpo de Bomberos de Punta Arenas","+56612242370","Región de Magallanes y de la Antártica Chilena"
